name,owners,types,opening_hours_tuesday,rating,disqualification_reason,phone_number,email,is_qualifed,latitude,longitude,place_id
Restaurant HOLIs,,['restaurant'],"12:00 – 2:00 PM, 6:00 – 10:00 PM",4.6 (rated 19 times),,03051062660,info@holi-berlin.de,true,52.50447,13.49730,8b6a72fd-5baf-421d-823e-3a702de653fd
Bierstube Bei Birgit,,['bar'],8:00 AM – 1:30 AM,3.6 (rated 17 times),,03052697144,,true,52.50996,13.49844,b4060bc9-50e7-4556-92bf-861332d885ce
Pizza Toscana,Mohamad Achour,"['restaurant', '', 'meal_delivery']",5:00 PM – 12:00 AM,4.1 (rated 78 times),,03052667148,,true,52.50082,13.49408,9b4e521c-d4f2-4692-b2ec-fdc9ef8a1346
Zum Happen / Kneipe,,['bar'],2:00 PM – 12:00 AM,4.5 (rated 24 times),,01723810788,,true,52.50827,13.49695,0563acdf-5ec0-4971-8286-680f6668a504
Lavendel Viet,,['restaurant'],10:00 AM – 10:00 PM,3.9 (rated 18 times),,03021960367,,true,52.50981,13.49838,73159406-08dd-4a9a-85e8-6eb870143634
Nadia + Kosta,Nadia Zervas & Konstantinos Zervas Café,"['', 'cafe']",8:00 AM – 6:00 PM,4.6 (rated 121 times),,01782895049,,true,52.50329,13.48246,66757635-9082-4556-898e-edf25d08d73a
Bistro by Ossi,Osman Cicek Bistro,"['restaurant', '']",10:00 AM – 12:00 AM,3.5 (rated 21 times),,0305128014,,true,52.50088,13.49374,71692889-3a59-4267-ac23-228edf4c03a4
Herzlich Bäckerei,,"['bakery', 'store']",6:00 AM – 6:00 PM,3.8 (rated 4 times),,,,true,52.50110,13.49284,ac5210ba-0779-4203-a8bc-45754c631732
Wiega-Food GmbH,,['restaurant'],11:30 AM – 1:00 AM,,,03055576067,jelaengerjelieber@yahoo.de,true,52.50385,13.48177,d6a1ed1a-9c1a-488f-a877-1e1b23c6c411
Cafe Bar Palme,,['bar'],Open 24 hours,4.9 (rated 7 times),,,,true,52.50393,13.48642,496b7550-9d16-425c-b6a9-02975bae83f1
Cuccis Bahnhof Lichtenberg (Gleis 1-2),Norbert von Allwörden,"['bakery', 'store', 'cafe']",4:00 AM – 8:00 PM,3.2 (rated 6 times),chain,045170798610,info@cuccis-gmbh.de,false,52.50942,13.49719,3860ca6e-3532-4013-b450-90a1dc144294
Restaurant Salsa Mexicana,,['restaurant'],11:00 AM – 12:00 AM,3.6 (rated 199 times),,0305252541,ajax-loader@2x.gif,true,52.50807,13.49688,80e29d47-56f0-45d4-8ab5-7862e7dc7e19
Ostkreuz Lounge,,['cafe'],8:00 AM – 11:00 PM,,,,,true,52.50368,13.47088,fdb1f8fa-d0e9-4279-b76c-72ff146c0dec
KAFFEE.BAR,,"['cafe', 'store']",7:30 AM – 4:00 PM,4.5 (rated 23 times),,,,true,52.50490,13.47422,97fa4ca6-edc2-4aac-9dff-986d6868403f
Victoria Bistro,,['restaurant'],11:00 AM – 11:30 PM,4.5 (rated 60 times),,03057795147,,true,52.50476,13.47796,0ce426d7-4559-4081-a9b6-90862b925fd0
Avci Cocktail-Bar,,['bar'],,,,,,true,52.50667,13.49601,ccffa79d-c02a-4016-84a3-b49d0ff0732b
Bäckerei VICTORIA,,"['bakery', 'store']",5:00 AM – 7:00 PM,3.9 (rated 31 times),,0305500351,,true,52.50443,13.47941,f81801d0-7216-4f67-833c-c4192bc5da30
Sport - Wetten,,['bar'],,3.3 (rated 3 times),,,,true,52.50970,13.49842,cea76392-c3d1-4520-8763-753bcaf07cfe
EatHappy,Geschäftsführer Christian Kraft,['restaurant'],,,chain,02216699360,,false,52.50550,13.49635,ff0f477c-cf8b-4df0-8137-619fc8096559
Hafenküche Berlin,André Mahler,"['restaurant', 'cafe', 'bar', 'store']",10:00 AM – 5:00 PM,4.1 (rated 759 times),,03042219926,restaurantleitung@hafenkueche.de,true,52.49129,13.48929,f6e078bb-660a-4a2a-83f1-614e954f7b2b
Schlemmerbuffet,Madlon Themsfeldt,"['restaurant', '', ""madlon's""]",,5 (rated 1 times),,,,true,52.50665,13.47556,05a0763c-3a72-4f2d-affc-5c6247383ec8
Bäckerei Backfee,,"['bakery', 'store']",5:00 AM – 7:00 PM,4.2 (rated 224 times),,03053214177,,true,52.50807,13.49730,2fc1664b-40e6-4ccb-b64c-37c6452d6746
Hofgarten zur Seerose,,['restaurant'],Closed,4.4 (rated 49 times),,0305030431,,true,52.49305,13.53447,13a70696-4afc-4d74-99f8-81aa67bb69fa
Racing Club,,['restaurant'],,,,,gastro@psp-sportpark.de,true,52.47557,13.52417,94c36617-9397-4ae3-a32c-f89238bf3bb5
Syrtaki,Maria Zika,['restaurant'],11:30 AM – 11:00 PM,4.4 (rated 418 times),,03050380670,,true,52.48096,13.52380,3ca69af7-4d16-4551-a5ad-0cd7b288ce24
al dente,Sadik Ceka,['restaurant'],3:00 – 11:00 PM,4.2 (rated 224 times),,03055238025,info@aldente-karlshorst.de,true,52.48071,13.51996,ae080150-b6ae-416d-bb20-77a5e634942d
BIO COMPANY Treskowallee,,"['bakery', 'grocery_or_supermarket', 'supermarket', 'store']",8:00 AM – 8:00 PM,4.1 (rated 15 times),chain,0305210760610,,false,52.48127,13.52463,3f607b7f-c98f-46db-8465-1bbea815c8ca
BioBackHaus Leib GmbH,,"['bakery', 'store']",,,chain,03050012675,info@das-biobackhaus.de,false,52.48215,13.52505,f0490dc5-bfc8-4f8d-9801-2b8f099e9c4e
TOTAL Tankstelle,,"['car_wash', 'gas_station', 'restaurant']",Open 24 hours,4.1 (rated 200 times),chain,0305099806,,false,52.48298,13.50218,02e4b73a-e110-4148-bed4-3f59346ff901
Zur Sonne,,['restaurant'],3:00 – 11:00 PM,4.1 (rated 41 times),,03027698438,info@zursonne.net,true,52.48462,13.51944,e58b7397-8190-4cbe-bde8-e2aad74d06cc
Café TreBo,Raik Bautzer,"['cafe', 'bar']",1:00 – 6:00 PM,4.3 (rated 134 times),,03058885325,cafetrebo@gmx.de,true,52.48576,13.52696,9b4e703c-18e0-425f-9129-cb86e4ba1bd1
Restaurant Böhmischer Garten,Renata Schulze Restaurant,"['restaurant', 'bar']",5:00 – 9:30 PM,4.2 (rated 140 times),,0305088191,,true,52.48346,13.52211,c91938f7-c99a-485f-9817-b5296efdebe9
Albers - Das Sportrestaurant,,['restaurant'],6:00 PM – 12:00 AM,3.7 (rated 7 times),,03050017206,,true,52.47819,13.52465,0eeb53e1-92f3-4cc8-97e0-071c325950bc
Sandras Bar und Destillerie,,['bar'],,4.7 (rated 3 times),,,,true,52.48685,13.52670,84a01250-c56a-4436-a643-3896029a1f5c
CO.ME.IN FOOD & COFFEE,,['cafe'],7:00 AM – 4:00 PM,4.8 (rated 20 times),,03026590061,,true,52.48053,13.52560,f0394e32-2944-4e47-ac05-bb06f4176cc5
India-Haus,,['restaurant'],12:00 – 11:00 PM,4.5 (rated 306 times),,0305084748,info%40india-haus.de,true,52.48894,13.52502,e2adcaed-0ff5-4a7a-ad47-50364b8f8c99
Der Bäcker Feihl,,"['bakery', 'store']",5:30 AM – 7:00 PM,3.2 (rated 18 times),chain,,,false,52.48137,13.52570,13a27e6b-6846-4226-b849-049f11e9eb0a
Berlin-Gala Uwe Pfeiffer,Uwe Pfeiffer,"['restaurant', '']",6:00 AM – 2:30 PM,,,03079403379,pfeiffer@berlin-gala.de,true,52.48463,13.52679,c3a67d98-65fa-401e-85e7-2eb40df7077f
Pizzastation Karlshorst,,['restaurant'],11:00 AM – 10:00 PM,4.4 (rated 292 times),,03050012990,,true,52.48965,13.52817,3f5bbc32-d26c-4f8f-aa92-95bd42b8fac5
Lila Bakery Dahlback,Stefan Blaschak,"['bakery', 'store']",6:30 AM – 6:00 PM,3.9 (rated 35 times),chain,0305085678,info@unserheimatbaecker.de,false,52.48044,13.51955,9cbc4c19-d9e9-40eb-b331-ce8f598263bc
Gundelfinger,,['restaurant'],10:00 AM – 10:00 PM,4.3 (rated 109 times),,03050381537,,true,52.48321,13.52382,d383ac0e-40d2-4c89-ad10-c58dcbc046f3
Steinecke Bäckerei,Katrin Steinecke,"['bakery', 'store']",6:00 AM – 6:00 PM,4.1 (rated 64 times),chain,03050012654,,false,52.49046,13.52732,282e2b20-2ddb-4cd3-8565-88468e0197a7
Steineckes Heidebrot bakery GmbH & Co. KG,Katrin Steinecke,"['bakery', 'store']",6:00 AM – 7:00 PM,3.7 (rated 37 times),chain,03050378199,,false,52.48257,13.52507,f97b4941-79dd-4ff0-87a1-1c62505d776d
Havanna Bar,Luan Lila,['bar'],12:00 PM – 4:00 AM,3.8 (rated 288 times),,03050378144,ninfo@havannabar-berlin.de,true,52.48168,13.52571,678d4e70-1bc5-4739-bac6-ca8517673397
Ur-Laube,,['bar'],,,,,,true,52.45053,13.47064,3c681525-e9cd-448a-9748-c1ced74715f7
Albers Wettboerse GmbH,Eiken Albers & Nils Albers,['bar'],10:30 AM – 11:00 PM,3.7 (rated 3 times),chain,030209140,,false,52.47572,13.52255,6a5883d4-a68a-456d-a371-09c4811bf9ac
Hotel Mit-Mensch,Geschäftsführerin Michelle Feibicke,"['restaurant', 'lodging']",,4.3 (rated 123 times),unsupported_place_type,0305096930,info@mit-mensch.com,false,52.48179,13.51741,9ce84627-f5c9-4d3d-901a-68ae767ed6ad
Kim's Asia Imbiss,,['restaurant'],10:00 AM – 12:00 AM,4.5 (rated 64 times),,,,true,52.49193,13.52543,9b6114d8-8fc8-4d48-9eb3-ad8dee5f2b7c
Gaststätte,,['restaurant'],11:00 AM – 2:00 AM,3.7 (rated 6 times),,03050898096,,true,52.48332,13.52550,a8269ce4-02e5-4880-a688-008169e208e4
Steakhaus Barbecue,,['restaurant'],11:30 AM – 12:00 AM,4.2 (rated 412 times),,03050159890,reservierung@steakhaus-barbecue.de,true,52.48668,13.52723,1ced85c7-f356-4f5a-b151-84215b15b014
Feinbäckerei Hollschewski,,"['bakery', 'store']",6:30 AM – 7:00 PM,4.2 (rated 82 times),,0305083466,feinbaeckerei@hollschewski.de,true,52.48297,13.52599,4b69f631-815c-47ee-9686-864061ed5973
Eismanufaktur Prinzeneis,,['restaurant'],1:00 – 7:00 PM,4.8 (rated 221 times),,03022498896,nicole.buchholz@prinzeneis.com,true,52.48083,13.52346,826ed5e3-bb74-486f-9166-9c7a8fda40be
Bambus Imbiss,,['restaurant'],10:30 AM – 8:00 PM,4 (rated 4 times),,,,true,52.48217,13.52579,d6f89aae-575a-4735-8f44-fe3936f98aeb
Aribar,,['bar'],9:00 PM – 12:00 AM,4.1 (rated 47 times),,03012026507,,true,52.49068,13.52125,6034d67e-9cbb-4919-9e2d-90cd94c7b5e4
By Denni's Broiler & Dönerhaus,,['restaurant'],Open 24 hours,3 (rated 57 times),unsupported_place_type,,,false,52.48011,13.52544,e1d4d67d-8fbf-4fd0-9cf7-32bf1f746aea
EDEKA Backshop Kiezmarkt,,"['bakery', 'store']",7:00 AM – 7:30 PM,,,,,true,52.48732,13.51832,6735d8ce-3477-4719-8d52-4716ff0bfbe3
Gino,Ludmila Strakova Restaurant,"['restaurant', '']",11:30 AM – 11:00 PM,4.4 (rated 227 times),,03060935119,info@gino-restaurant.de,true,52.48287,13.52623,7cb0f706-765a-4ea0-8eaf-8d750e67ef4c
Thai A Dong Sushi Bar,,['restaurant'],11:00 AM – 10:00 PM,4 (rated 191 times),,03051061551,info@thai-a-dong.de,true,52.48023,13.52477,dc51aba5-1347-4b29-8938-008e730e4dfe
Bäckerei Getränke und Kiosk,,"['bakery', 'store']",6:00 AM – 7:00 PM,,,,,true,52.48281,13.52390,0f93a411-b7af-4d4c-a772-9ca6885eba9d
Mia Mambo Cocktailbar und Shisha Bar,,['bar'],2:00 PM – 2:00 AM,4.3 (rated 117 times),,015203478031,,true,52.48331,13.52544,53ef54d8-529f-4941-bd19-fc285bc0bd3c
Wernesgrüner B,Joachim Günzel & Wolfgang Pinzl,"['restaurant', '', 'b(ierstube)']",11:30 AM – 11:00 PM,4.5 (rated 613 times),,0305098643,kontakt@wernesgruener-bierstube.de,true,52.48642,13.52656,71c74382-ad6b-4286-9b61-d74a289451e2
Restaurant Harmonie Berlin,Tao He,['restaurant'],12:00 – 9:45 PM,4.2 (rated 103 times),,03081829518,,true,52.47977,13.53024,3a13a150-9c2a-4a73-a444-0f68406d4fee
Dampf & Zucker,,"['restaurant', 'cafe', 'store']",11:30 AM – 4:30 PM,4.6 (rated 54 times),,,,true,52.48341,13.52285,d78385c7-9f3a-422b-9eeb-4010663870f6
Karlshorst Village,Helga Mramor,"['', 'bar']",11:00 AM – 2:00 AM,4.3 (rated 39 times),,03039932872,,true,52.48339,13.52614,0d3b7370-7407-40d9-bd27-32ec3004085b
KaWi cafe & lunch,,['cafe'],9:00 AM – 6:00 PM,4.2 (rated 103 times),,03023366230,,true,52.48030,13.52455,46dfae01-366a-4f3a-8045-b13acfe45579
Gaststätte Floratreff,Ilona Melzer,['restaurant'],Closed,4.4 (rated 116 times),,03050179797,info@gaststaette-floratreff.berlin,true,52.47797,13.54157,f163070c-3fb2-4b1a-8e8e-c99ad03ff2c8
Eiscafé Familato Berlin,Arsim Dzaferi,"['restaurant', 'store']",Closed,4.1 (rated 91 times),,03049963403,,true,52.48159,13.52631,a3e4e950-037a-4c24-be75-29ec07d9cc1e
Yerevan,Parischan Vardanyan & Arnim Manukyan,['restaurant'],7:00 AM – 11:00 PM,4.5 (rated 141 times),,017630430496,,true,52.48435,13.52646,45b8cc22-69f1-44c1-80c1-a46f9a32cfdd
GASTRO STAR Ltd,,['restaurant'],,,,,,true,52.47672,13.52950,59977194-5826-4371-99bf-1901c8ce13f4
Bystro Karlshorst,,['cafe'],"8:30 AM – 1:00 PM, 3:00 – 6:00 PM",5 (rated 20 times),,016092818924,,true,52.48800,13.53931,6543db51-65e0-4222-bd25-7aca24cb69fb
Mendoza Steakhaus Am Tierpark,,['restaurant'],11:00 AM – 11:30 PM,3.8 (rated 94 times),,03032669320,mendoza-berlin@web.de,true,52.49739,13.52117,661bc50f-11a9-4397-8e57-b832a75acb17
Der Bäcker Feihl Berlin GmbH,,"['bakery', 'store']",7:00 AM – 6:00 PM,3 (rated 2 times),chain,0305108834,info@feihl-berlin.de,false,52.49599,13.51062,92140840-06f3-4ab6-bc9f-8197bf7709c8
Marco Polo Uno,Bogdan Stojadinovic,"['restaurant', 'ristorante', 'bar', 'store']",11:00 AM – 12:00 AM,4.8 (rated 1080 times),,0305138806,info@marcopolo-uno.de,true,52.49330,13.50625,e1160d50-91e5-48c2-8c49-c13cad0378c7
Kioskwelt-Berlin / Silvesterwelt-Berlin,,"['bakery', 'travel_agency', 'store', 'liquor_store']",7:00 AM – 7:00 PM,4.8 (rated 33 times),unsupported_place_type,03055272785,,false,52.49606,13.51021,91ba79c0-a800-4fc3-9b11-c3de039ad890
Asian Imbiss,,['restaurant'],,,,,,true,52.49694,13.52348,f4f4d047-8b0d-4540-9f09-53fccf3a56ac
Fratelli da Giovanni,Sami Gashi,"['restaurant', '', 'bar']",11:00 AM – 12:00 AM,4.3 (rated 130 times),,03080481122,,true,52.49744,13.52234,5f46c0aa-c43b-46b4-91d3-d04e7fbed581
Treffpunkt cafe&Sportsbar,,['bar'],Open 24 hours,5 (rated 4 times),,,,true,52.49697,13.51942,ec259211-6de5-4a11-a776-06c1fba67aa2
Bäckerei & Konditorei Nicolai,,"['bakery', 'store', 'daimler']",9:00 AM – 5:00 PM,3.9 (rated 19 times),chain,,info@baeckerei-nicolai.de,false,52.49735,13.51912,05101963-c10b-40ba-8110-6e044e6bebd2
Dahlewitzer Landbäckerei GmbH,,"['bakery', 'store']",,3 (rated 3 times),,0337083400,,true,52.50397,13.51959,2bf27c7a-6493-45e6-a01c-fc4edcdd4840
Oanh Tran Thi,,['meal_delivery'],,,,03051061551,,true,52.49979,13.49536,a9102cfe-5ad0-4f60-aea5-1d9df3e6d220
Cocktail Bar M.P.,,['bar'],,,,,,true,52.49290,13.50628,8a24f581-6b9d-48fb-81de-6e423b2f64c6
LABRA,,['restaurant'],,4.3 (rated 4 times),,,,true,52.49731,13.52168,4c7c21ea-29ac-42a5-861c-6cdc8dd6c3ec
Gaststätte Zum Bären,,"['restaurant', 'bar']",10:00 AM – 11:00 PM,4.1 (rated 160 times),,0305110070,,true,52.49897,13.52142,99ef381f-6f23-41b8-b4cc-529b47704da2
G LIEPINZ 2 NOWY PUNKT,,['restaurant'],,,,,,true,52.49858,13.50262,8fb657cf-70c5-44c8-a5a0-1e6a77351822
Bistro Tuana,,['restaurant'],9:00 AM – 7:00 PM,3.5 (rated 6 times),,,,true,52.49965,13.50728,a1892e3e-6a95-412c-83e6-37abf0205e87
Ronnys Party,,['restaurant'],,,,,,true,52.49857,13.50280,9cc52ed2-d134-41b5-be94-45fa3bd99c29
China Town Restaurant,,['restaurant'],11:00 AM – 9:00 PM,4.1 (rated 38 times),,03051099677,,true,52.49726,13.52140,74c3c2f7-bb71-4b4b-bb35-2d1703805a89
China Imbiss,,['restaurant'],11:00 AM – 7:00 PM,4.7 (rated 3 times),,,,true,52.49405,13.50653,f62811c2-0473-4d1e-8787-2d15b5066ebf
Thai Nippon Sushi Bar,Dung Tran Quoc,['restaurant'],11:00 AM – 8:30 PM,3.8 (rated 11 times),,03046993014,,true,52.49967,13.49707,b13a24b6-c452-4516-b7ed-9c4724582106
Tierpark-Bistro,,['restaurant'],Open 24 hours,3.8 (rated 88 times),,03051067475,,true,52.49687,13.52337,73ae22e5-3891-48aa-a1ad-53638a41c329
BaoBao Asia Küche,,['restaurant'],11:00 AM – 10:00 PM,4.5 (rated 81 times),,03068838908,,true,52.49805,13.52145,064a5787-73f4-45da-b683-b99025cd117b
vietnam-bb,,['restaurant'],9:30 AM – 4:00 PM,4 (rated 2 times),,03023908803,n.viet-berlin@gmx.de,true,52.49874,13.50216,5af21061-2fb4-4082-be62-2c88255686f5
Bäckerei & Konditorei Nicolai,,"['bakery', 'store', 'daimler']",7:00 AM – 6:00 PM,3.7 (rated 3 times),chain,03075523490,info@baeckerei-nicolai.de,false,52.49736,13.51914,97020a52-1725-4eb4-ae38-c0b44e967980
Berliner Eisbär,Ulrich Wollny,['cafe'],,3.4 (rated 31 times),,03032706362,berlineisbaer@web.de,true,52.49752,13.52146,9226ea2b-ddf6-4f2d-9542-d670751f0996
Imbisswagen,,['restaurant'],10:00 AM – 8:00 PM,3 (rated 4 times),,,,true,52.49970,13.49680,65a36501-0256-4e91-8f4e-ca0c4e9df1b9
Restaurant Patagona,,['restaurant'],9:00 AM – 6:30 PM,3.2 (rated 153 times),chain,0305123143,berlin-tierpark@marche-int.com,false,52.50477,13.52896,2f38f951-a9f5-4b05-abef-2cca7b59b49a
Wiener Feinbäckerei Heberer GmbH,,"['bakery', 'store']",6:30 AM – 7:00 PM,4.6 (rated 11 times),chain,03051099737,presse@heberer.de,false,52.49726,13.52050,295526c0-8709-490e-8e07-5ad53caadc86
Lila Bäcker,Stefan Blaschak,"['bakery', 'store']",7:00 AM – 9:00 PM,2.7 (rated 9 times),chain,03094875073,info@unserheimatbaecker.de,false,52.49963,13.49719,c679c8bc-7e8a-44d7-8fc9-b51f79729f87
LABRA Pasta + Burger,,['restaurant'],,4.2 (rated 6 times),,,,true,52.49711,13.52075,0878c86e-b6b4-4626-a3a4-c4c1be289571
Cafe M & G,,['cafe'],,2.5 (rated 2 times),,,,true,52.49711,13.52075,21b9cf32-f6a1-4198-8c18-94f0968995d7
Steineckes Heidebrot Backstube GmbH & Co. KG,Katrin Steinecke,"['bakery', 'store']",6:30 AM – 7:00 PM,4.8 (rated 10 times),chain,03051065979,,false,52.49769,13.50301,d81b1d60-7c2d-4738-bba9-a4f9448780e8
Kneipe zum Salzmann,,['bar'],,4.3 (rated 17 times),,,,true,52.49722,13.49876,255efb2a-bd2a-4012-86e5-e14a7c43ec40
Kakadu Terrassencafé,,"['restaurant', 'cafe']",9:00 AM – 6:00 PM,4.1 (rated 37 times),chain,0305123143,berlin-tierpark@marche-int.com,false,52.49871,13.52682,bc1046ac-ee87-4c81-83ab-be1710587f8c
Studentenclub Spelunke,,"['night_club', 'bar']",Closed,4.2 (rated 31 times),,,,true,52.49639,13.51132,9d4f4c19-1b9b-4daa-b71e-e319921cf2f3
Mac Kebab,,['restaurant'],9:30 AM – 9:30 PM,4.6 (rated 20 times),,,,true,52.49244,13.50746,a1774998-2aad-4865-a617-94e7dd63902f
TIP Restaurations GmbH Gaststätten im Tierpark,,['restaurant'],,4 (rated 1 times),,0305123143,,true,52.50265,13.52974,d8a2e678-4d3a-4d86-9ed6-9cdbba1d3f51
Schankwirtschaft Payam Ebubekir,Ebubekir Payam,"['restaurant', '']",,5 (rated 1 times),,,,true,52.51216,13.49661,6c9bd004-d324-484f-a0b9-9021d2f4df75
Selin Döner,,['restaurant'],,2.8 (rated 4 times),unsupported_place_type,,,false,52.51465,13.49813,0790d09c-5ce2-454e-9ed7-6089046c303b
Pizza UNO,Halil Yildirim,"['restaurant', 'meal_delivery']",1:00 PM – 12:00 AM,3.7 (rated 30 times),,03023901288,,true,52.51179,13.49736,8c2ecbf9-b560-41a7-afd0-4802c2ff74fc
Don Giovanni,Amer Reda El-Khatib Restaurant,"['restaurant', '']",11:00 AM – 12:00 AM,3.8 (rated 395 times),,0305531635,,true,52.51428,13.49342,711345cf-0ca7-46dc-8205-020ff44e51f4
Grillhaus,,['restaurant'],Open 24 hours,4.4 (rated 47 times),,0305579521,,true,52.51229,13.49188,95e16bb6-429f-4120-8d0a-e656d4155eba
Blechkantine,,['restaurant'],12:00 – 8:00 PM,5 (rated 1 times),,017638092839,,true,52.50745,13.47639,b4818e76-b9df-4ad3-a934-53854a1f4f25
Mauritius Bar,Kath. Kirchengemeinde St. Mauritius,['bar'],Open 24 hours,5 (rated 2 times),,01781556444,,true,52.50817,13.47989,8701a704-c56e-4438-8d1b-df3c746f74a0
Berk's Bakery & Cafe,Olf Dziadek,"['bakery', 'store', 'cafe']",6:00 AM – 9:00 PM,3.5 (rated 20 times),chain,03057796840,landesredaktion@senatskanzlei.berlin.de,false,52.51226,13.48525,89b9dc43-75f0-4507-8015-9e0d71b1b6bd
Mauritius Bar,Kath. Kirchengemeinde St. Mauritius,['bar'],Open 24 hours,,,,,true,52.50816,13.47992,b4501e9f-09ff-4c35-817d-62393dd536da
Restaurant Athos,Konstantinos Karipidis & Restaurant Athos Berlin,"['restaurant', 'betriebs']",11:30 AM – 11:00 PM,4.3 (rated 334 times),,03057799288,,true,52.51301,13.50135,76ece1e6-cbbe-4ebd-bdc3-42d8031c4070
"""Zum György"" Die kleine ungarische Kneipe",György Tatar,"['restaurant', 'bar']",4:00 PM – 12:00 AM,4.2 (rated 37 times),,01757466144,info@zumgyoergy.de,true,52.52302,13.48789,3e7405f3-6ca6-4b28-9fb9-ae202960e638
Gastronomiebetriebe Herzberg,,['restaurant'],,3.3 (rated 4 times),,01637431745,,true,52.51532,13.49120,8b6128ad-e14d-44a0-8d24-5d9bfb8f79dd
BoboQ,Ming Ching Lai,['cafe'],Closed,4.9 (rated 8 times),,,info@boboq.de,true,52.53005,13.49025,a2d8fad0-272d-4e98-b858-f3aa36c231e8
Shisha No Name,Rauch dein Obst OHG,['bar'],11:00 AM – 9:00 PM,4.7 (rated 6 times),,01634791987,hallo@bulletshopberlin.de,true,52.51173,13.49793,6eca1856-5c4b-4d4b-afc2-96bd45b9d1c1
U-Back Bäckerei,Hatayi Inci Bäckerei,"['', 'bakery', 'store']",5:00 AM – 7:30 PM,4.3 (rated 106 times),,03057794804,,true,52.51247,13.48918,aa21d577-fc85-4fb3-803f-b2a16f5eaade
Café Maggie - The meeting place for young people in Lichtenberg,Elvira Berndt,"['cafe', 'art_gallery']",2:00 – 8:00 PM,5 (rated 7 times),,03066657199,info@gangway.de,true,52.51234,13.49075,3c4d624b-0730-4c49-a333-7a4b2535f583
Isy's Dönerpoint,,['restaurant'],Open 24 hours,3.9 (rated 23 times),unsupported_place_type,,,false,52.51172,13.49700,f0d4149b-95e5-43cc-9f85-22ce762af0ac
eckcafe.net,,['cafe'],,,,03053167461,,true,52.51370,13.49915,ebd9b615-0678-4792-947d-46a2e9bf1df0
Sky Sportsbar,,['bar'],,3.8 (rated 4 times),,,,true,52.52422,13.48618,a35474b4-a474-4233-b532-5eb8df31561c
Domino's Pizza Berlin Lichtenberg,Derk Thijs & Andrew Rennie & Richard De Gruijter,"['restaurant', 'meal_delivery']",11:00 AM – 11:00 PM,2.7 (rated 122 times),chain,030832153399,info@dominos.de,false,52.51523,13.49832,325ddd8f-0a9a-49c4-984e-759c7e62524b
Veronika Kaiser Aux Fleur,,['restaurant'],9:00 AM – 5:00 PM,,,01729953700,,true,52.51520,13.48645,06365780-f006-4c21-9ed7-423f8dfe4be0
star Tankstelle,Waldemar Bogusch,"['gas_station', 'grocery_or_supermarket', 'store', 'car_wash', 'supermarket', 'restaurant']",Open 24 hours,4.3 (rated 120 times),chain,0305578412,info@orlen-deutschland.de,false,52.52437,13.49966,0bf74b2b-ad13-4cff-a1a9-c8acdf4cf4df
"""aufatmen""",,['cafe'],2:00 – 6:00 PM,4.7 (rated 18 times),,03055771213,info@aufatmen-lichtenberg.de,true,52.51495,13.49077,8932e5ac-2d19-46fe-877d-2cd7abb61536
Ikea Restaurant,,['restaurant'],,,,,,true,52.53387,13.51292,0475c694-9b80-4e07-a3b1-79fdeb123d27
Backtastisch,,"['bakery', 'store']",6:00 AM – 6:00 PM,4.8 (rated 6 times),,,huhu@backtastisch.de,true,52.51235,13.47763,68d9fc1b-19b4-4dfa-a2de-70db54fc5cba
BELLAGIO,,['restaurant'],5:00 – 10:30 PM,1.4 (rated 8 times),unsupported_legal_entity_type,03022017466,,false,52.51227,13.49538,cf7db4c4-9ed0-4cb7-b739-48a972f005a6
Kantine,,['restaurant'],,,,,,true,52.52340,13.49915,233e7da0-7ca7-4d9e-b1bf-77ea3c93ab66
Việt Phố,,['restaurant'],Closed,4.1 (rated 223 times),,03091423517,,true,52.52766,13.48920,5a97fc4a-a1c7-49b5-94a4-9a0fa4e03d2f
Thien Truong restaurant,,['restaurant'],10:00 AM – 9:30 PM,4 (rated 1 times),,03098313819,,true,52.52900,13.49034,29c96281-c71b-4661-ad92-250beed91b40
Zeitenträumer,,['cafe'],9:00 AM – 6:00 PM,4.7 (rated 76 times),,03072021180,,true,52.51392,13.49981,4ca625cd-bacb-4c4e-9af1-359cc80c7bd3
MaMas Boiler & Barracks UG (haftungsbeschränkt),,['restaurant'],,,,,,true,52.51291,13.49155,b2964d31-1a97-4857-9ddd-50bddb7c4c16
Castello Bistro,Saim Yildirim,"['restaurant', '']",Open 24 hours,4.2 (rated 35 times),,,,true,52.51316,13.48217,b4ac74b6-f269-40f8-8de0-5b03051c2b8a
ALNOUR LIEFERSERVICE,,['restaurant'],,3 (rated 2 times),,03030363651,,true,52.52369,13.49530,863a0b79-3613-4bc0-b4ef-5337d04689ef
Kesselhaus,,"['restaurant', 'museum', 'herzberge', 'förderverein']",2:00 – 6:00 PM,4.8 (rated 4 times),unsupported_place_type,03054722424,kontakt@museumkesselhaus.de,false,52.52822,13.50858,00a57f20-0c39-43f6-b5c9-b4c430dd490b
Tchibo Filiale,,"['home_goods_store', 'cafe', 'store', 'clothing_store']",10:00 AM – 9:00 PM,4 (rated 23 times),chain,,,false,52.51420,13.47696,1727bee4-3059-4377-91d0-9bf518372a47
Pizzeria Santana,Ovik Pogosjan,"['restaurant', 'meal_delivery']",5:00 – 10:30 PM,3.1 (rated 25 times),,03028038387,,true,52.51221,13.49542,84062228-f20b-435a-9990-8655b032ea40
Snacks Beirut,,['restaurant'],,4 (rated 2 times),,,,true,52.52369,13.49530,fcbdb02e-2090-42d3-b7e6-432dcbaf3c28
